x,y,dx,dy
1.8974634010751092,-9.576875674012213,0,0
2.146336923609317,-9.576875674012213,0,0
1.6485898785408999,-9.305594942948433,0,0
1.8974634010751092,-9.305594942948433,0,0
2.146336923609317,-9.305594942948433,0,0
1.6485898785408999,-9.034314211884656,0,0
1.8974634010751092,-9.034314211884656,0,0
2.146336923609317,-9.034314211884656,0,0
1.8974634010751092,-8.763033480820878,0,0
2.146336923609317,-8.763033480820878,0,0
-2.5822600045406494,-7.135349094438209,0.19485990676784004,0
-2.333386482006441,-7.135349094438209,0.17589437401174798,0
1.3997163560066905,-7.135349094438209,-0.651046835552621,0
1.6485898785408999,-7.135349094438209,-0.651046835552621,0
-2.5822600045406494,-6.864068363374431,0.19485990676784004,0
-2.333386482006441,-6.864068363374431,0.17589437401174798,0
-2.0845129594722316,-6.864068363374431,0.42154561911457505,-0.01067204099024183
1.3997163560066905,-6.864068363374431,-0.2258113274706043,-1.8634304369107062
1.6485898785408999,-6.864068363374431,-0.25718216596176563,-1.6279102064427882
-2.5822600045406494,-6.592787632310653,0.4079574866181978,-0.19683793494363383
-2.333386482006441,-6.592787632310653,0.08877618058802475,0.2842726633722816
-2.0845129594722316,-6.592787632310653,0.25155953751777743,-0.23353246968262692
1.3997163560066905,-6.592787632310653,0.3110167201651082,-2.2302022243164688
1.6485898785408999,-6.592787632310653,1.197395993089562,-2.0205683159716155
-2.5822600045406494,-6.321506901246875,0.4856475721513091,-0.5593110819225012
-2.333386482006441,-6.321506901246875,0.06034367687322223,-0.659105935425123
-2.0845129594722316,-6.321506901246875,-0.21924361064557749,-0.3440332129312729
-2.831133527074858,-6.050226170183096,0.359277318429132,-0.5859739407636874
-2.5822600045406494,-6.050226170183096,0.010139748912237337,-0.3882075297827783
-2.333386482006441,-6.050226170183096,0.4030634099805133,-0.6268617265708175
-2.0845129594722316,-6.050226170183096,0.537769509756121,-0.26230365947894835
-1.8356394369380231,-6.050226170183096,0.5933397990635527,0.013269580170748006
-3.0800070496090672,-5.778945439119319,0.5136581449880409,-0.5938948426709705
-2.831133527074858,-5.778945439119319,0.6423193740180176,-0.5566106064391055
-2.5822600045406494,-5.778945439119319,0.49319227381547587,-0.3395981085415153
-2.333386482006441,-5.778945439119319,0.0491104159644833,-0.6854995561709119
-2.0845129594722316,-5.778945439119319,0.45465641001394924,-0.715976067994253
-1.8356394369380231,-5.778945439119319,0.5541703467486734,-0.15540226654857198
-1.5867659144038146,-5.778945439119319,0.004522674000540606,-0.49749414005906945
-1.3378923918696053,-5.778945439119319,0.09354463943584598,0.266701737966015
-3.0800070496090672,-5.5076647080555405,0.40049091285261956,-0.9644639938972638
-2.831133527074858,-5.5076647080555405,0.45504907268412914,-1.0240486577778525
-2.5822600045406494,-5.5076647080555405,0.005264728626350586,-1.1218886001389197
-2.333386482006441,-5.5076647080555405,-0.082143111955834,-1.2573699718674285
-2.0845129594722316,-5.5076647080555405,0.5811218875229418,-1.061866063966352
-1.8356394369380231,-5.5076647080555405,0.7515179194065387,-0.576628921172458
-1.5867659144038146,-5.5076647080555405,0.4581834395889843,-0.6690657494073813
-1.3378923918696053,-5.5076647080555405,0.03103477439133918,-0.6880736164395685
-1.0890188693353968,-5.5076647080555405,-0.5460102699149638,-0.37237645064348773
-0.8401453468011884,-5.5076647080555405,-0.27451659092866115,-0.006145893826762427
-3.0800070496090672,-5.236383976991762,0.25588496079507994,-1.4237003669768802
-2.831133527074858,-5.236383976991762,0.22918097256964975,-1.2643259766593058
-2.5822600045406494,-5.236383976991762,-0.11203575815780983,-1.2577851417836032
-2.333386482006441,-5.236383976991762,0.005825432924228289,-1.2070297019002116
-2.0845129594722316,-5.236383976991762,1.050569528570304,-0.8561041693703084
-1.8356394369380231,-5.236383976991762,0.8607574546021987,-0.8835589765784153
-1.5867659144038146,-5.236383976991762,0.07356595046182045,-1.0104907912491665
-1.3378923918696053,-5.236383976991762,0.31624861316884806,-0.9707840703893896
-1.0890188693353968,-5.236383976991762,0.5332938849386087,-0.5310515840909361
-0.8401453468011884,-5.236383976991762,-0.08038108229452277,-0.42281756296388007
-0.591271824266979,-5.236383976991762,-0.31451743648626396,-0.465265443464552
-3.0800070496090672,-4.965103245927985,0.5624883618964809,-1.366342288220961
-2.831133527074858,-4.965103245927985,0.7183379046004706,-1.1615326209709436
-2.5822600045406494,-4.965103245927985,0.1686413025864617,-1.0151277111930648
-2.333386482006441,-4.965103245927985,0.4444103078504426,-0.5795819006195122
-2.0845129594722316,-4.965103245927985,0.8527869508780157,-0.9211264201417547
-1.8356394369380231,-4.965103245927985,0.6163760283590959,-1.2305040009118438
-1.5867659144038146,-4.965103245927985,0.33995466191492146,-1.3409096862014984
-1.3378923918696053,-4.965103245927985,0.5383642849042376,-1.0713331978900449
-1.0890188693353968,-4.965103245927985,0.39678892057060705,-1.0579378371550077
-0.8401453468011884,-4.965103245927985,0.06647301300090576,-0.9454599081289509
-0.591271824266979,-4.965103245927985,-0.30205244826480526,-0.9152043263366464
-0.3423983017327705,-4.965103245927985,-0.17676596319591675,-0.9236096351082722
-3.0800070496090672,-4.693822514864206,0.5998464356632573,-1.1164733325275065
-2.831133527074858,-4.693822514864206,0.8812498924557365,-1.138533445628914
-2.5822600045406494,-4.693822514864206,0.8040776624427938,-0.9836225369585164
-2.333386482006441,-4.693822514864206,-0.09972492084981739,-1.044430891480885
-2.0845129594722316,-4.693822514864206,0.13155502193151217,-1.1599008710225305
-1.8356394369380231,-4.693822514864206,0.25707065448244737,-1.3888983849845642
-1.5867659144038146,-4.693822514864206,0.32913609679893235,-1.4316175658904093
-1.3378923918696053,-4.693822514864206,0.679357150480349,-1.2766390883919294
-1.0890188693353968,-4.693822514864206,0.5583134746217295,-1.299748997009348
-0.8401453468011884,-4.693822514864206,0.2219102827422748,-1.2362933108174572
-0.591271824266979,-4.693822514864206,-0.12176769397464879,-1.2181364404784782
-0.3423983017327705,-4.693822514864206,0.16741701803079356,-1.0042258424784374
-0.09352477919856206,-4.693822514864206,0.302681712244982,-0.7716347686604129
0.1553487433356473,-4.693822514864206,0.7794394600104871,-7.217032037127577e-4
0.40422226586985666,-4.693822514864206,0.752834440142004,0.10617370236892089
-3.3288805721432757,-4.422541783800428,0.5333189972330086,-1.094135811047788
-3.0800070496090672,-4.422541783800428,0.7592717069996513,-1.1263807161380157
-2.831133527074858,-4.422541783800428,0.7772019837260796,-1.2537053589300715
-2.5822600045406494,-4.422541783800428,0.4719670346619005,-1.44385992008376
-2.333386482006441,-4.422541783800428,0.15532982323252809,-1.4092759441173421
-2.0845129594722316,-4.422541783800428,0.1749696316604305,-1.1554734547479046
-1.8356394369380231,-4.422541783800428,0.08005711923104794,-1.2375968828437087
-1.5867659144038146,-4.422541783800428,0.5126555842078812,-1.021373343477055
-1.3378923918696053,-4.422541783800428,0.6820933527330203,-1.1463806982409381
-1.0890188693353968,-4.422541783800428,0.5262338030863897,-1.307502418590075
-0.8401453468011884,-4.422541783800428,0.2789269423768717,-1.444531855105992
-0.591271824266979,-4.422541783800428,0.17180642583390807,-1.3825269143485344
-0.3423983017327705,-4.422541783800428,0.4971084066359646,-1.2861175641525473
-0.09352477919856206,-4.422541783800428,0.6315467221885653,-1.1935233239249603
0.1553487433356473,-4.422541783800428,0.8074259092123603,-0.46513769199859784
0.40422226586985666,-4.422541783800428,0.31965887707828583,-0.7980020483049564
0.6530957884040642,-4.422541783800428,-0.5787491196472229,-0.45196820726917275
0.9019693109382736,-4.422541783800428,-0.5423702963716128,-0.3376607283417425
1.150842833472483,-4.422541783800428,0.658093971754569,-0.1287666343713526
-3.3288805721432757,-4.1512610527366505,0.15371824749314086,-0.6893427109083597
-3.0800070496090672,-4.1512610527366505,0.2240167677953144,-1.0601210656733075
-2.831133527074858,-4.1512610527366505,0.46392940342645095,-1.2200502936370488
-2.5822600045406494,-4.1512610527366505,0.6046187411335581,-1.310754196456799
-2.333386482006441,-4.1512610527366505,0.5605701452857668,-1.1918255165104243
-2.0845129594722316,-4.1512610527366505,0.486012898240558,-1.172370374688806
-1.8356394369380231,-4.1512610527366505,0.47003102504764815,-1.0627735483955831
-1.5867659144038146,-4.1512610527366505,0.4720482458087283,-0.9223806436216548
-1.3378923918696053,-4.1512610527366505,0.25586518730041824,-1.1716796294710259
-1.0890188693353968,-4.1512610527366505,0.15876683223858382,-1.210222645743165
-0.8401453468011884,-4.1512610527366505,0.14779064398471486,-1.3143798136252143
-0.591271824266979,-4.1512610527366505,0.16041423439578542,-1.2539453884253091
-0.3423983017327705,-4.1512610527366505,0.39364252715257897,-1.1672277255243517
-0.09352477919856206,-4.1512610527366505,0.9805718953199949,-1.292461718460142
0.1553487433356473,-4.1512610527366505,0.9652289411588438,-1.2614733033967358
0.40422226586985666,-4.1512610527366505,0.577037443139758,-1.0153546996148648
0.6530957884040642,-4.1512610527366505,0.02455613836553732,-1.0076388140676518
0.9019693109382736,-4.1512610527366505,-0.10281327985044432,-0.9436896147655918
1.150842833472483,-4.1512610527366505,0.6674946921248873,0.10611667487022829
1.3997163560066905,-4.1512610527366505,1.1991267548604156,0.7796880260776554
